Submission ID,Respondent ID,Submitted at,Untitled checkboxes field,Untitled checkboxes field (我同意我的回答做為研究和設計使用),選擇一種動物來代表你/妳自己（什麼都可以）：,你/妳在哪所大學念書？,如果你/妳的學校未列出，請在此處寫下：,你/妳的學習階段：,你/妳的學習科系：,你/妳現在的學歷狀態是什麼？,你/妳來自哪個國家？,你/妳是哪裡的？,你/妳幾歲？,如果你/妳懷疑你/妳要買的番茄可能是由強迫勞工（現代奴隸）採摘的，你/妳仍然會買它嗎？,你/妳會買哪一種番茄？,你/妳關心食安嗎？,你/妳會買哪種雞蛋？,你/妳買哪種牛奶？,你/妳7年內買車嗎？🚘,你/妳7年內買房嗎？🏡,你/妳購物時知道產品環保嗎？,你/妳有信任的品牌嗎？,你/妳覺得認證環保的公司更好嗎？,你/妳支持肉稅嗎？,你/妳關心食用雞的生活嗎？,你/妳避免吃肉嗎？,你/妳有沒有抵制過某公司？,為什麼抵制？,你/妳覺得你/妳花錢會影響環境嗎？,你/妳會對金錢感到焦慮嗎？,你/妳會對金錢很節儉嗎？,你/妳會經常存錢嗎？,你/妳對自己的財務知識滿意嗎？,你/妳覺得目前有任何投資嗎？,你/妳有投資經驗如何？,你/妳選哪個投資？,你/妳投資會考慮環保嗎？,你/妳覺得台灣的經濟目標是增長嗎？,你/妳覺台灣的得環境退化是台灣的經濟增長的前提嗎？,你/妳覺得台灣的經濟增長有助於保護環境嗎？,你/妳覺得經濟能不排CO2也增長嗎？,你/妳覺得經濟增長有物質限制嗎？,你/妳會每天都用AI嗎？,你/妳會信任AI嗎？,你/妳想要AI扮什麼角色？,其他,你/妳想要AI有個造型嗎？,你/妳喜歡如何與AI溝通？,你/妳喜歡待在大自然嗎？,你/妳擔心氣候變化嗎？,你/妳對環境污染情況會感到焦慮嗎？,你/妳知道許多植物和動物的名字嗎？,你/妳覺得如何依照生態系對環境惡化的敏感度來排名？,你/妳感覺自己和大自然很接近嗎？,你/妳努力實踐低碳生活嗎？,誰或什麼對你/妳環保態度影響最大的？,你/妳想做更多環保事嗎？,你/妳對環境相關政治議題有興趣嗎？,你/妳怎去學校？,你/妳今年（2025年）搭飛機幾次？✈️,* 例如搭飛機會產生碳排放，可以購買碳抵消來種樹,你/妳信任碳排放抵消額度嗎？,想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些?,想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先查看產品的運輸距離（是不是當地食品）),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先查看公司生產過程多環保),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先查看公司工人的員工福利多好),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (投資前查看AI摘要的消費者對公司環保的評論),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (用社交網絡認識其他環保的同學),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先了解哪些產品污染最嚴重，以便避免它們),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (每個月查看我自己的環保分數報告（了解我用錢的方式多環保）),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先尋找有機產品),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (跟我的AI幫手討論環保問題),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (投資前查看公司的環保認證和生態評分),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (如何讓我支持的公司更環保),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先了解我吃的動物性食品，動物的生活環境),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (老實說我對任何環保資訊都沒有太多興趣),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (投資前比較公司的環保表現),其他選項,每月你/妳願意支付多少錢讓AI陪伴你/妳做更環保的財務決策？,你/妳的環保行動對環境保護有效果嗎？,你/妳想在行業內推環保嗎？,你/妳得自己對新觀念開放嗎？,你/妳的大學對可環保性支持嗎？,你/妳覺得大學生如何影響公司的可持續行為？,你/妳有加入過什麼學生社團嗎？（選填）,你/妳最擔心什麼？（任何問題都可以，選填）,啟發你/妳的是？（什麼都可以，選填）,你/妳的MBTI？（選填）,有意見（選填）？
24K6l9,qREK82,2023-10-15 23:59:21,我同意我的回答做為研究和設計使用,True,貓咪,"國立臺北科技大學 National Taipei University of Technology (NTUT, TaipeiTech)",,碩士,文化事業發展系,我已經畢業了啦！,我是台灣人啊 🇹🇼！,,25.0,1.0,價格：300 台幣 / 公斤。強迫勞工的概率：15%,4.0,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,5.0,5.0,4.0,7-11,5.0,3.0,3.0,2.0,有,對環境造成破壞或是對人不健康,4.0,3.0,3.0,5.0,5.0,有,剛學習,股市基金。年化回報 5-15%,1.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,"幫手, 助手, 夥伴, 教練, 朋友, 老師, 導師",,5.0,錄音,5.0,4.0,4.0,4.0,"珊瑚礁, 熱帶雨林, 沙漠, 濕地, 草原",5.0,4.0,學校,5.0,5.0,"摩托車, 公車, 捷運",10.0,沒有,5.0,"買東西先查看公司生產過程多環保, 買東西先了解我吃的動物性食品，動物的生活環境, 如何讓我支持的公司更環保, 每個月查看我自己的環保分數報告（了解我用錢的方式多環保）, 用社交網絡認識其他環保的同學, 投資前比較公司的環保表現, 投資前查看AI摘要的消費者對公司環保的評論, 投資前查看公司的環保認證和生態評分, 買東西先查看產品的運輸距離（是不是當地食品）",True,True,False,True,True,False,True,False,False,True,True,True,False,True,,如果免費的話我會用它,5.0,5.0,5.0,5.0,購買的行為,,,,,
BGxMaQ,7N94O9,2023-10-16 01:58:04,我同意我的回答做為研究和設計使用,True,燕子,國立成功大學 National Cheng Kung University (NCKU),,碩士,生命科學,我還在就讀！,我是台灣人啊 🇹🇼！,,25.0,2.0,價格：300 台幣 / 公斤。強迫勞工的概率：15%,4.0,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,3.0,1.0,3.0,無,4.0,3.0,4.0,3.0,有,食安問題,2.0,3.0,4.0,3.0,2.0,沒有,無,股市基金。年化回報 5-15%,1.0,3.0,4.0,2.0,3.0,5.0,3.0,3.0,"助手, 幫手, 老師, 教練, 導師, 夥伴, 朋友",,2.0,提出問題希望他幫助整理,4.0,4.0,3.0,3.0,"珊瑚礁, 熱帶雨林, 濕地, 草原, 沙漠",4.0,3.0,社會價值觀,4.0,3.0,機車,0.0,沒有,2.0,"買東西先查看產品的運輸距離（是不是當地食品）, 買東西先查看公司生產過程多環保, 買東西先查看公司工人的員工福利多好, 買東西先了解哪些產品污染最嚴重，以便避免它們",True,True,True,False,False,True,False,False,False,False,False,False,False,False,,如果免費的話我會用它,2.0,4.0,4.0,4.0,改變消費行為,,,,ENFP,
RzDOJ9,BxbL6Y,2023-10-16 02:14:04,我同意我的回答做為研究和設計使用,True,狼,國立成功大學 National Cheng Kung University (NCKU),,學士,機械工程學系,我還在就讀！,我是台灣人啊 🇹🇼！,,19.0,2.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,5.0,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,3.0,2.0,4.0,通常有食品認證標章、無重大違規即可,5.0,3.0,2.0,1.0,沒有,,3.0,2.0,4.0,3.0,2.0,沒有,無,股市基金。年化回報 5-15%,3.0,4.0,2.0,5.0,3.0,4.0,3.0,3.0,"助手, 幫手, 夥伴, 導師, 老師, 教練, 朋友",,2.0,問他語言問題,5.0,5.0,5.0,2.0,"珊瑚礁, 熱帶雨林, 濕地, 草原, 沙漠",5.0,3.0,氣候變遷,5.0,5.0,腳踏車,6.0,沒有,4.0,老實說我對任何環保資訊都沒有太多興趣,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,如果免費的話我會用它,1.0,1.0,5.0,3.0,消費頻率,成大山協,氣候失控、地緣政治風險,戰爭、氣候,不知道,
42KeMB,o2VKyX,2023-10-16 02:16:58,我同意我的回答做為研究和設計使用,True,狐狸,國立成功大學 National Cheng Kung University (NCKU),,學士,資訊工程系,我還在就讀！,我是台灣人啊 🇹🇼！,,20.0,1.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,3.0,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,2.0,2.0,3.0,應該有,3.0,3.0,3.0,2.0,沒有,,4.0,3.0,4.0,4.0,3.0,沒有,0,ESG環保投資基金。年化回報 2-7%,2.0,4.0,3.0,2.0,2.0,4.0,2.0,2.0,"助手, 幫手, 夥伴, 教練, 老師, 導師, 朋友",,2.0,單純提問,5.0,4.0,4.0,4.0,"珊瑚礁, 濕地, 草原, 熱帶雨林, 沙漠",4.0,3.0,環保人士,3.0,2.0,"腳踏車, 機車",0.0,沒有,2.0,老實說我對任何環保資訊都沒有太多興趣,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,如果免費的話我會用它,3.0,2.0,4.0,3.0,沒有,,,,,
PAzab0,PzBve5,2023-10-16 02:33:40,我同意我的回答做為研究和設計使用,True,貓,國立成功大學 National Cheng Kung University (NCKU),,學士,電機工程學系,我還在就讀！,我是台灣人啊 🇹🇼！,,18.0,2.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,5.0,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,3.0,2.0,4.0,目前沒有,5.0,4.0,4.0,3.0,有,食安問題,5.0,3.0,4.0,5.0,3.0,沒有,無,股市基金。年化回報 5-15%,4.0,4.0,5.0,2.0,3.0,4.0,3.0,3.0,"導師, 助手, 老師, 幫手, 教練, 朋友, 夥伴",,3.0,對話,5.0,5.0,5.0,4.0,"珊瑚礁, 濕地, 熱帶雨林, 草原, 沙漠",2.0,4.0,新聞媒體,5.0,5.0,"腳踏車, 公車, 摩托車, 汽車",2.0,沒有,3.0,"買東西先查看產品的運輸距離（是不是當地食品）, 買東西先查看公司生產過程多環保, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先查看公司工人的員工福利多好, 買東西先尋找有機產品, 投資前查看公司的環保認證和生態評分, 投資前比較公司的環保表現, 買東西先了解我吃的動物性食品，動物的生活環境",True,True,True,False,False,True,False,True,False,True,False,True,False,True,,如果免費的話我會用它,4.0,5.0,5.0,3.0,持續輸入新血，營造環保新環境,攝影,塑膠微粒,新聞媒體,,
5dZyP6,g9NYEK,2023-10-16 02:48:33,我同意我的回答做為研究和設計使用,True,海豚,國立成功大學 National Cheng Kung University (NCKU),,博士,工業設計所,我還在就讀！,我是台灣人啊 🇹🇼！,,25.0,1.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,5.0,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：108 台幣,3.0,2.0,3.0,綠藤生機,5.0,4.0,3.0,2.0,沒有,,4.0,4.0,3.0,4.0,3.0,有,3年,股市基金。年化回報 5-15%,5.0,4.0,3.0,4.0,5.0,4.0,1.0,1.0,"助手, 夥伴, 幫手, 朋友, 老師, 導師, 教練",,3.0,還好,5.0,4.0,4.0,4.0,"珊瑚礁, 熱帶雨林, 濕地, 草原, 沙漠",4.0,4.0,朋友,4.0,3.0,"火車, 走路",1.0,沒有,2.0,"買東西先尋找有機產品, 每個月查看我自己的環保分數報告（了解我用錢的方式多環保）, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先查看公司生產過程多環保, 買東西先查看產品的運輸距離（是不是當地食品）, 投資前查看公司的環保認證和生態評分, 投資前比較公司的環保表現",True,True,False,False,False,True,True,True,False,True,False,False,False,True,,每月99台幣,4.0,5.0,5.0,3.0,社群,系學會、攝影社，衛保義工,,人跟人之間的對談,ENFJ,
oA2rdP,pDPJKq,2023-10-16 02:59:23,我同意我的回答做為研究和設計使用,True,袋鼠,國立成功大學 National Cheng Kung University (NCKU),,學士,環境工程學系,我還在就讀！,,,22.0,1.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,1.0,1.0,3.0,無,4.0,,,2.0,有,使用地溝油,4.0,4.0,4.0,4.0,3.0,,無,ESG環保投資基金。年化回報 2-7%,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGxP91,ABbANk,2023-10-16 03:05:07,我同意我的回答做為研究和設計使用,True,兔子,國立成功大學 National Cheng Kung University (NCKU),,學士,台灣文學系,我還在就讀！,我是台灣人啊 🇹🇼！,,18.0,3.0,價格：300 台幣 / 公斤。強迫勞工的概率：15%,4.0,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,4.0,2.0,3.0,沒有,4.0,3.0,3.0,2.0,有,支持相反的國際立場,4.0,4.0,3.0,3.0,2.0,沒有,無,政府債券。年化回報 2-3%,2.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,"助手, 幫手, 老師, 夥伴, 朋友, 教練, 導師",,2.0,以文字溝通,4.0,4.0,4.0,3.0,"珊瑚礁, 熱帶雨林, 濕地, 草原, 沙漠",3.0,3.0,日漸滅絕的動物們,3.0,3.0,"腳踏車, 走路",0.0,沒有,3.0,"如何讓我支持的公司更環保, 跟我的AI幫手討論環保問題",False,False,False,False,False,False,False,False,True,False,True,False,False,False,,每月99台幣,4.0,4.0,4.0,4.0,消費上的支持,商業研究社、羽球社,,,ISFJ,
42r4Bk,Bxb2b5,2023-10-16 03:48:25,我同意我的回答做為研究和設計使用,True,北極熊,國立成功大學 National Cheng Kung University (NCKU),,學士,企業管理學系,我還在就讀！,我是台灣人啊 🇹🇼！,,21.0,2.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,4.0,價格：160 台幣，一盒十顆雞蛋售價 / 無籠養雞,價格：108 台幣,3.0,1.0,4.0,無,4.0,3.0,3.0,1.0,沒有,,5.0,3.0,4.0,3.0,3.0,沒有,無,股市基金。年化回報 5-15%,3.0,3.0,2.0,3.0,4.0,4.0,4.0,2.0,"助手, 幫手, 教練, 導師, 老師, 夥伴, 朋友",,3.0,純文字,5.0,4.0,4.0,2.0,"珊瑚礁, 濕地, 熱帶雨林, 草原, 沙漠",4.0,4.0,同儕,4.0,3.0,"腳踏車, 機車, 走路",0.0,沒有,3.0,"買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先了解我吃的動物性食品，動物的生活環境, 買東西先尋找有機產品, 投資前查看公司的環保認證和生態評分, 投資前查看AI摘要的消費者對公司環保的評論, 投資前比較公司的環保表現, 每個月查看我自己的環保分數報告（了解我用錢的方式多環保）",False,False,False,True,False,True,True,True,False,True,False,True,False,True,,如果免費的話我會用它,3.0,3.0,5.0,4.0,小額投資/社群影響力,,,,,
VZJLvj,Q7BOXl,2023-10-16 03:53:38,我同意我的回答做為研究和設計使用,True,Dog,國立成功大學 National Cheng Kung University (NCKU),,碩士,PE,我還在就讀！,我是台灣人啊 🇹🇼！,,27.0,1.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,5.0,價格：160 台幣，一盒十顆雞蛋售價 / 無籠養雞,價格：108 台幣,1.0,3.0,5.0,無毒農場,5.0,4.0,5.0,4.0,有,拒買,5.0,5.0,5.0,5.0,5.0,有,Soso,股市基金。年化回報 5-15%,5.0,3.0,1.0,4.0,4.0,4.0,1.0,2.0,"助手, 導師, 幫手, 老師, 教練, 夥伴, 朋友",,4.0,No,5.0,5.0,5.0,5.0,"珊瑚礁, 熱帶雨林, 草原, 濕地, 沙漠",4.0,4.0,Myself,4.0,3.0,機車,0.0,有,4.0,買東西先查看產品的運輸距離（是不是當地食品）,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,如果免費的話我會用它,5.0,5.0,5.0,5.0,理解議題,,,,ENTP,
bld5J2,GRBQZk,2023-10-16 04:03:33,我同意我的回答做為研究和設計使用,True,蛇,國立臺灣大學 National Taiwan University (NTU),,學士,農業經濟,我還在就讀！,,,22.0,1.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,3.0,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,,1.0,1.0,,無,5.0,3.0,3.0,,沒有,,3.0,3.0,5.0,5.0,3.0,有,小賺,股市基金。年化回報 5-15%,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1rVWKW,7N9MNz,2023-10-16 04:23:06,我同意我的回答做為研究和設計使用,True,貓咪,國立虎尾科技大學 National Formosa University (NFU),,學士,應用外語系,我還在就讀！,我是台灣人啊 🇹🇼！,,19.0,1.0,價格：700 台幣 / 公斤。強迫勞工的概率：2%,2.0,價格：160 台幣，一盒十顆雞蛋售價 / 無籠養雞,價格：72 台幣,3.0,3.0,2.0,無,1.0,1.0,2.0,1.0,沒有,,4.0,3.0,4.0,4.0,2.0,沒有,無,加密貨幣。高度變動性，每年最高可達 50% 或更多,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,"夥伴, 朋友, 助手, 幫手, 老師, 教練, 導師",,5.0,用程式,4.0,4.0,4.0,3.0,"珊瑚礁, 熱帶雨林, 濕地, 草原, 沙漠",3.0,3.0,新聞,3.0,3.0,腳踏車,0.0,沒有,3.0,"買東西先查看產品的運輸距離（是不是當地食品）, 買東西先查看公司生產過程多環保, 買東西先查看公司工人的員工福利多好, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先尋找有機產品, 買東西先了解我吃的動物性食品，動物的生活環境",True,True,True,False,False,True,False,True,False,False,False,True,False,False,,如果免費的話我會用它,2.0,3.0,2.0,3.0,能力,系學會,,,,無
RzPdDv,5ZqVdP,2023-10-16 05:06:32,我同意我的回答做為研究和設計使用,True,麋鹿,大仁科技大學 Tajen University (TAJEN),,學士,藥學系,我已經畢業了啦！,我是台灣人啊 🇹🇼！,,28.0,1.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,4.0,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,1.0,1.0,1.0,有,5.0,3.0,4.0,3.0,沒有,,5.0,4.0,4.0,4.0,3.0,沒有,一般,股市基金。年化回報 5-15%,4.0,3.0,2.0,2.0,4.0,3.0,1.0,3.0,"幫手, 助手, 夥伴, 朋友, 教練, 老師, 導師",,3.0,說話,5.0,5.0,5.0,3.0,"珊瑚礁, 熱帶雨林, 濕地, 草原, 沙漠",5.0,4.0,廣告和身邊的人,4.0,4.0,"走路, 機車",2.0,沒有,1.0,"買東西先查看產品的運輸距離（是不是當地食品）, 買東西先查看公司生產過程多環保, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先了解我吃的動物性食品，動物的生活環境, 每個月查看我自己的環保分數報告（了解我用錢的方式多環保）",True,True,False,False,False,True,True,False,False,False,False,True,False,False,,每月99台幣,4.0,4.0,4.0,4.0,參加社團活動,,,,,
Grl6Pk,BxbeEQ,2023-10-16 05:10:37,我同意我的回答做為研究和設計使用,True,無尾熊,國立政治大學 National Chengchi University (NCCU),,碩士,科技管理,我還在就讀！,我是台灣人啊 🇹🇼！,,27.0,3.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,3.0,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,5.0,5.0,4.0,無,3.0,3.0,4.0,4.0,有,不停驗出不合格,3.0,5.0,3.0,4.0,4.0,有,3年,股市基金。年化回報 5-15%,3.0,5.0,3.0,3.0,1.0,3.0,5.0,3.0,"夥伴, 朋友, 助手, 幫手, 導師, 老師, 教練",,3.0,幫我…,5.0,5.0,5.0,2.0,"珊瑚礁, 熱帶雨林, 濕地, 草原, 沙漠",3.0,3.0,北極熊,4.0,4.0,公車,1.0,沒有,3.0,買東西先查看產品的運輸距離（是不是當地食品）,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,如果免費的話我會用它,4.0,4.0,4.0,3.0,實習,戲劇,沒錢,大自然,ESFP,建議可以用英文問卷
bldxO0,Y4zgBz,2023-10-16 06:30:24,我同意我的回答做為研究和設計使用,True,樹懶,國立成功大學 National Cheng Kung University (NCKU),,學士,台灣文學系,我還在就讀！,我是台灣人啊 🇹🇼！,,18.0,2.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,3.0,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：108 台幣,1.0,1.0,3.0,Roots,4.0,2.0,2.0,2.0,有,地溝油,3.0,3.0,3.0,4.0,2.0,沒有,沒有,政府債券。年化回報 2-3%,2.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,"幫手, 助手, 朋友, 教練, 夥伴, 老師, 導師",,2.0,沒溝通過,4.0,4.0,3.0,2.0,"濕地, 珊瑚礁, 沙漠, 草原, 熱帶雨林",3.0,3.0,錢,4.0,2.0,"腳踏車, 走路",2.0,沒有,3.0,買東西先了解哪些產品污染最嚴重，以便避免它們,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,如果免費的話我會用它,4.0,3.0,4.0,4.0,消費,吉他,冰山融化，海平面上升,紀錄片,INFP,
24PNMe,Q7By7g,2023-10-16 06:43:43,我同意我的回答做為研究和設計使用,True,熊,國立成功大學 National Cheng Kung University (NCKU),,學士,外國語文學系,我還在就讀！,我是台灣人啊 🇹🇼！,,19.0,3.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,4.0,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,1.0,1.0,4.0,光泉,4.0,4.0,4.0,3.0,沒有,,4.0,4.0,3.0,3.0,3.0,沒有,沒有,股市基金。年化回報 5-15%,3.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,"導師, 老師, 助手, 教練, 幫手, 朋友, 夥伴",,2.0,提出指令，並請它整合,4.0,4.0,4.0,2.0,"草原, 珊瑚礁, 濕地, 熱帶雨林, 沙漠",2.0,2.0,海龜鼻子中插入塑膠吸管一新聞,4.0,3.0,"走路, 腳踏車",0.0,沒有,3.0,"買東西先了解我吃的動物性食品，動物的生活環境, 買東西先了解哪些產品污染最嚴重，以便避免它們",False,False,False,False,False,True,False,False,False,False,False,True,False,False,,如果免費的話我會用它,4.0,3.0,2.0,4.0,透過消費行為,,,,ENFJ,
EPWXoN,rorWQM,2023-10-16 06:55:35,我同意我的回答做為研究和設計使用,True,烏龜,國立成功大學 National Cheng Kung University (NCKU),,博士,建築系,我還在就讀！,我是台灣人啊 🇹🇼！,,26.0,2.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,4.0,價格：160 台幣，一盒十顆雞蛋售價 / 無籠養雞,價格：108 台幣,2.0,2.0,3.0,瑞穗鮮乳,4.0,3.0,3.0,2.0,有,食安問題,4.0,3.0,3.0,3.0,3.0,有,還行,股市基金。年化回報 5-15%,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,"助手, 幫手, 夥伴, 朋友, 老師, 導師, 教練",,3.0,問問題,3.0,4.0,3.0,3.0,"珊瑚礁, 濕地, 熱帶雨林, 草原, 沙漠",3.0,3.0,教育,3.0,3.0,摩托車,1.0,沒有,2.0,"買東西先查看公司生產過程多環保, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先了解我吃的動物性食品，動物的生活環境, 投資前查看公司的環保認證和生態評分, 投資前比較公司的環保表現, 用社交網絡認識其他環保的同學, 跟我的AI幫手討論環保問題",False,True,False,False,True,True,False,False,True,True,False,True,False,True,,如果免費的話我會用它,3.0,3.0,3.0,3.0,實習,攝影社,,,INFP,
ylY518,Z2GjLz,2023-10-16 13:23:03,我同意我的回答做為研究和設計使用,True,狐狸,國立成功大學 National Cheng Kung University (NCKU),,學士,資工,我還在就讀！,我是台灣人啊 🇹🇼！,,20.0,1.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,3.0,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：108 台幣,1.0,1.0,2.0,無,5.0,4.0,2.0,1.0,沒有,,4.0,2.0,3.0,4.0,2.0,沒有,無,股市基金。年化回報 5-15%,2.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,"幫手, 助手, 教練, 老師, 導師, 夥伴, 朋友",,4.0,叫它講笑話,5.0,4.0,4.0,5.0,"珊瑚礁, 熱帶雨林, 濕地, 草原, 沙漠",5.0,3.0,實際考察,4.0,2.0,腳踏車,0.0,沒有,2.0,"買東西先了解哪些產品污染最嚴重，以便避免它們, 每個月查看我自己的環保分數報告（了解我用錢的方式多環保）, 跟我的AI幫手討論環保問題, 買東西先查看產品的運輸距離（是不是當地食品）, 買東西先尋找有機產品, 買東西先了解我吃的動物性食品，動物的生活環境",True,False,False,False,False,True,True,True,True,False,False,True,False,False,,如果免費的話我會用它,4.0,4.0,4.0,5.0,一群人提出的專案或是想法，去投稿或是比賽,,,,,
42reyd,xJ0MKE,2023-10-16 14:51:32,我同意我的回答做為研究和設計使用,True,黑豹,國立成功大學 National Cheng Kung University (NCKU),,學士,材料,我還在就讀！,我是台灣人啊 🇹🇼！,,18.0,2.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,5.0,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：108 台幣,1.0,5.0,3.0,綠藤生機,4.0,4.0,3.0,1.0,有,公司使用的咖啡豆是壓榨農民得來的,4.0,4.0,3.0,3.0,2.0,有,長期的基金,股市基金。年化回報 5-15%,3.0,5.0,4.0,2.0,4.0,4.0,5.0,2.0,"幫手, 助手, 教練, 夥伴, 老師, 導師, 朋友",,4.0,打字,4.0,5.0,4.0,3.0,"珊瑚礁, 熱帶雨林, 濕地, 草原, 沙漠",3.0,3.0,錢,4.0,3.0,"腳踏車, 走路",0.0,沒有,3.0,"買東西先查看公司生產過程多環保, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先尋找有機產品, 投資前比較公司的環保表現, 每個月查看我自己的環保分數報告（了解我用錢的方式多環保）",False,True,False,False,False,True,True,True,False,False,False,False,False,True,,每月99台幣,3.0,4.0,5.0,5.0,改變消費,合唱團,,,ENTJ,
